laureate_id,Birth_Date,Birth_City,Birth_Country,Birth_Lat,Birth_Lon,Gender,Affiliation_Name,Award_City,Award_Country,Award_Lat,Award_Lon
764,1929-05-06,"Sidney, OH",USA,40.289722,-84.161111,male,University of Illinois,"Urbana, IL",USA,39.828175,-98.5795
765,1933-10-09,London,United Kingdom,51.510235,-0.120852,male,"University of Nottingham, School of Physics and Astronomy",Nottingham,United Kingdom,54.6,-2.0
766,1928-06-25,Moscow,USSR,55.741387,37.618892,male,Argonne National Laboratory,"Argonne, IL",USA,39.828175,-98.5795
767,1916-10-04,Moscow,Russia,55.741387,37.618892,male,P.N. Lebedev Physical Institute,Moscow,Russia,66.416667,94.25
768,1938-03-26,London,United Kingdom,51.510235,-0.120852,male,University of Illinois,"Urbana, IL",USA,39.828175,-98.5795
773,1947-06-21,Hamadan,Iran,34.8,48.516667,female,,,,,
763,1940-02-09,Cape Town,South Africa,-33.935101,18.4289,male,,,,,
771,1942-11-10,"Syracuse, NY",USA,43.048122,-76.147423,male,New York University,"New York, NY",USA,39.828175,-98.5795
772,1934-09-04,Swansea,United Kingdom,51.616667,-3.95,male,University of California,"San Diego, CA",USA,39.828175,-98.5795
769,1949-01-30,"Northfield, MN",USA,44.458202,-93.161156,male,Johns Hopkins University School of Medicine,"Baltimore, MD",USA,39.828175,-98.5795
770,1956-02-19,"Burlington, MA",USA,42.504818,-71.19561,male,Rockefeller University,"New York, NY",USA,39.828175,-98.5795
750,1927-01-13,Germiston,South Africa,-26.2348,28.1766,male,The Molecular Sciences Institute,"Berkeley, CA",USA,39.828175,-98.5795
751,1947-05-08,"Chicago, IL",USA,41.876228,-87.638416,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,39.828175,-98.5795
752,1942-03-27,Cambridge,United Kingdom,52.194605,0.135092,male,The Wellcome Trust Sanger Institute,Cambridge,United Kingdom,54.6,-2.0
753,1914-10-14,"Washington, D.C.",USA,38.899065,-77.036523,male,University of Pennsylvania,"Philadelphia, PA",USA,39.828175,-98.5795
754,1926-09-19,Toyohashi,Japan,34.769167,137.391528,male,University of Tokyo,Tokyo,Japan,35.0,136.0
755,1931-10-06,Genoa,Italy,44.405804,8.948925,male,Associated Universities Inc.,"Washington, D.C.",USA,39.828175,-98.5795
762,1924-10-01,"Plains, GA",USA,32.034088,-84.392662,male,,,,,
761,1929-11-09,Budapest,Hungary,47.497799,19.038285,male,,,,,
759,1934-03-05,Tel Aviv,British Mandate of Palestine,32.085996,34.781915,male,Princeton University,"Princeton, NJ",USA,39.828175,-98.5795
760,1927-01-01,"Wichita, KS",USA,37.692236,-97.337545,male,George Mason University,"Fairfax, VA",USA,39.828175,-98.5795
756,1917-06-15,"New York, NY",USA,40.715758,-74.0113,male,Virginia Commonwealth University,"Richmond, VA",USA,39.828175,-98.5795
757,1959-08-03,Toyama City,Japan,36.695572,137.213547,male,Shimadzu Corp.,Kyoto,Japan,35.0,136.0
758,1938-10-04,Aarberg,Switzerland,46.949654,7.442427,male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,46.798562,8.231973
735,1939-10-30,"Los Angeles, CA",USA,34.062144,-118.225001,male,Fred Hutchinson Cancer Research Center,"Seattle, WA",USA,39.828175,-98.5795
736,1943-02-19,Neston,United Kingdom,53.290584,-3.069102,male,Imperial Cancer Research Fund,London,United Kingdom,54.6,-2.0
737,1949-01-25,Norwich,United Kingdom,52.628611,1.292778,male,Imperial Cancer Research Fund,London,United Kingdom,54.6,-2.0
738,1961-12-19,"Palo Alto, CA",USA,37.444328,-122.159843,male,"University of Colorado, JILA","Boulder, CO",USA,39.828175,-98.5795
739,1957-10-21,Heidelberg,West Germany,49.39922,8.680522,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,39.828175,-98.5795
740,1951-03-26,"Corvallis, OR",USA,44.564568,-123.262047,male,"University of Colorado, JILA","Boulder, CO",USA,39.828175,-98.5795
749,1938-04-08,Kumasi,Gold Coast,6.7,-1.625,male,,,,,
747,1932-08-17,Chaguanas,Trinidad and Tobago,10.544386,-61.40853,male,,,,,
744,1940-06-17,"New Haven, CT",USA,41.307802,-72.932531,male,University of California,"Berkeley, CA",USA,39.828175,-98.5795
745,1943-01-01,"Montclair, NJ",USA,40.82593,-74.20903,male,Stanford University,"Stanford, CA",USA,39.828175,-98.5795
746,1943-02-09,"Gary, IN",USA,41.580833,-87.345556,male,Columbia University,"New York, NY",USA,39.828175,-98.5795
741,1917-06-01,"Taunton, MA",USA,41.900101,-71.089767,male,,,,,
742,1938-09-03,Kobe,Japan,34.690167,135.195444,male,Nagoya University,Nagoya,Japan,35.0,136.0
743,1941-04-28,"Philadelphia, PA",USA,39.957132,-75.174342,male,The Scripps Research Institute,"La Jolla, CA",USA,39.828175,-98.5795
722,1923-01-25,Uppsala,Sweden,59.858503,17.638748,male,Göteborg University,Gothenburg,Sweden,61.0,15.0
723,1925-12-11,"New York, NY",USA,40.715758,-74.0113,male,Rockefeller University,"New York, NY",USA,39.828175,-98.5795
724,1929-11-07,Vienna,Austria,48.207646,16.372793,male,Columbia University,"New York, NY",USA,39.828175,-98.5795
726,1930-03-15,"Vitebsk, Belorussia",USSR,55.184806,30.201622,male,A.F. Ioffe Physico-Technical Institute,St. Petersburg,Russia,66.416667,94.25
727,1928-08-25,Weimar,Germany,50.981111,11.329444,male,University of California,"Santa Barbara, CA",USA,39.828175,-98.5795
728,1923-11-08,"Jefferson City, MO",USA,46.386694,-112.041,male,Texas Instruments,"Dallas, TX",USA,39.828175,-98.5795
725,1925-12-03,Mokpo,Korea,34.801655,126.39814,male,,,,,
734,1940-01-04,Ganzhou,China,25.828921,114.933844,male,,,,,
732,1944-04-19,"Chicago, IL",USA,41.876228,-87.638416,male,University of Chicago,"Chicago, IL",USA,39.828175,-98.5795
733,1937-07-29,"Raleigh, NC",USA,35.780399,-78.639099,male,University of California,"Berkeley, CA",USA,39.828175,-98.5795
729,1936-01-22,"Sioux City, IA",USA,42.496681,-96.405876,male,University of California,"Santa Barbara, CA",USA,39.828175,-98.5795
730,1927-04-14,Masterton,New Zealand,-40.966667,175.65,male,University of Pennsylvania,"Philadelphia, PA",USA,39.828175,-98.5795
731,1936-08-20,Tokyo,Japan,35.680183,139.769373,male,University of Tsukuba,Tsukuba,Japan,35.0,136.0
461,1936-05-21,Waltersdorf,Germany,51.588056,15.713056,male,Rockefeller University,"New York, NY",USA,39.828175,-98.5795
158,1946-07-05,Den Helder,the Netherlands,52.957977,4.760279,male,Utrecht University,Utrecht,the Netherlands,52.316667,5.55
159,1931-06-27,Waalwijk,the Netherlands,51.683333,5.066667,male,,,,,
676,1927-10-16,Danzig,Free City of Danzig,54.352172,18.644016,male,,,,,
720,1932-10-24,"Kingston, ON",Canada,44.233333,-76.5,male,Columbia University,"New York, NY",USA,39.828175,-98.5795
292,1946-02-26,Damanhur,Egypt,31.05,30.466667,male,California Institute of Technology (Caltech),"Pasadena, CA",USA,39.828175,-98.5795
458,1916-06-04,"Charleston, SC",USA,32.783333,-79.931944,male,SUNY Health Science Center,"Brooklyn, NY",USA,39.828175,-98.5795
459,1941-05-31,"Brooklyn, NY",USA,40.676379,-73.949819,male,University of California School of Medicine,"Los Angeles, CA",USA,39.828175,-98.5795
460,1936-09-14,"Whiting, IN",USA,41.676111,-87.490611,male,University of Texas Medical School at Houston,"Houston, TX",USA,39.828175,-98.5795
155,1950-11-01,"Visalia, CA",USA,36.330227,-119.292061,male,Stanford University,"Stanford, CA",USA,39.828175,-98.5795
156,1949-04-06,Frankfurt-on-the-Main,West Germany,50.107886,8.691488,male,Columbia University,"New York, NY",USA,39.828175,-98.5795
157,1939-02-28,Henan,China,33.9,113.5,male,Princeton University,"Princeton, NJ",USA,39.828175,-98.5795
566,1937-01-18,Londonderry,Northern Ireland,54.991667,-7.341667,male,,,,,
567,1944-10-15,Belfast,Northern Ireland,54.596439,-5.930276,male,,,,,
675,1922-11-16,Azinhaga,Portugal,39.349922,-8.532817,male,,,,,
719,1933-11-03,Santiniketan,India,23.68,87.68,male,Trinity College,Cambridge,United Kingdom,54.6,-2.0
290,1923-03-09,Vienna,Austria,48.207646,16.372793,male,University of California,"Santa Barbara, CA",USA,39.828175,-98.5795
291,1925-10-31,Burnham-on-Sea,United Kingdom,51.2375,-2.993611,male,Northwestern University,"Evanston, IL",USA,39.828175,-98.5795
457,1942-05-28,"Des Moines, IA",USA,41.59103,-93.604668,male,University of California School of Medicine,"San Francisco, CA",USA,39.828175,-98.5795
152,1948-02-28,"St. Louis, MO",USA,38.628133,-90.212222,male,Stanford University,"Stanford, CA",USA,39.828175,-98.5795
153,1933-04-01,Constantine,French Algeria,36.357624,6.638807,male,Collège de France,Paris,France,47.0,2.0
154,1948-11-05,"Wilkes-Barre, PA",USA,41.244444,-75.878056,male,National Institute of Standards and Technology,"Gaithersburg, MD",USA,39.828175,-98.5795
565,1950-10-09,"Putney, VT",USA,42.975869,-72.522779,female,,,,,
674,1926-03-24,Leggiuno-Sangiano,Italy,45.875,8.6217,male,,,,,
717,1944-07-31,"New York, NY",USA,40.715758,-74.0113,male,Harvard University,"Cambridge, MA",USA,39.828175,-98.5795
718,1941-07-01,"Timmins, ON",Canada,48.474519,-81.33346,male,Long Term Capital Management,"Greenwich, CT",USA,39.828175,-98.5795
287,1918-07-31,"Provo, UT",USA,40.233833,-111.658528,male,University of California,"Los Angeles, CA",USA,39.828175,-98.5795
288,1941-01-07,Halifax,United Kingdom,53.725,-1.863,male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,54.6,-2.0
289,1918-10-08,Lemvig,Denmark,56.549722,8.309444,male,Aarhus University,Aarhus,Denmark,56.0,10.0
455,1940-10-15,Brisbane,Australia,-27.468967,153.023499,male,St. Jude Children's Research Hospital,"Memphis, TN",USA,39.828175,-98.5795
456,1944-01-06,Basel,Switzerland,47.560153,7.58788,male,"University of Zurich, Institute of Experimental Immunology",Zurich,Switzerland,46.798562,8.231973
149,1931-01-20,"Rye, NY",USA,40.98082,-73.684296,male,Cornell University,"Ithaca, NY",USA,39.828175,-98.5795
150,1945-08-01,"Aberdeen, WA",USA,46.975372,-123.81572,male,Stanford University,"Stanford, CA",USA,39.828175,-98.5795
151,1937-06-26,"Washington, D.C.",USA,38.899065,-77.036523,male,Cornell University,"Ithaca, NY",USA,39.828175,-98.5795
562,1948-02-03,Wailacama,East Timor,,,male,,,,,
563,1949-12-26,Dili,East Timor,-8.553681,125.578407,male,,,,,
673,1923-07-02,Bnin,Poland,52.246774,17.09013,female,,,,,
715,1936-07-05,Minnigaff,Scotland,54.966944,-4.483056,male,University of Cambridge,Cambridge,United Kingdom,54.6,-2.0
716,1914-06-21,"Victoria, BC",Canada,48.428366,-123.364544,male,Columbia University,"New York, NY",USA,39.828175,-98.5795
284,1933-08-23,"Alice, TX",USA,27.750611,-98.070306,male,Rice University,"Houston, TX",USA,39.828175,-98.5795
285,1939-10-07,"Wisbech, Cambridgeshire ",United Kingdom,52.664167,0.160278,male,University of Sussex,Brighton,United Kingdom,54.6,-2.0
286,1943-06-06,"Akron, OH",USA,41.073056,-81.517778,male,Rice University,"Houston, TX",USA,39.828175,-98.5795
452,1918-05-20,"Wilkes-Barre, PA",USA,41.244444,-75.878056,male,California Institute of Technology (Caltech),"Pasadena, CA",USA,39.828175,-98.5795
453,1942-10-20,Magdeburg,Germany,52.131588,11.639961,female,Max-Planck-Institut für Entwicklungsbiologie,Tübingen,Germany,51.0,10.0
454,1947-06-08,"South Bend, IN",USA,41.68338,-86.250008,male,Princeton University,"Princeton, NJ",USA,39.828175,-98.5795
147,1927-06-24,"New York, NY",USA,40.715758,-74.0113,male,Stanford University,"Stanford, CA",USA,39.828175,-98.5795
148,1918-03-16,"Paterson, NJ",USA,40.915556,-74.163056,male,University of California,"Irvine, CA",USA,39.828175,-98.5795
560,1908-11-04,Warsaw,Russian Empire,52.230046,21.011995,male,,,,,
672,1939-04-13,Casteldàwson,Northern Ireland,54.778056,-6.556111,male,,,,,
714,1937-09-15,"Yakima, WA",USA,46.601944,-120.507778,male,University of Chicago,"Chicago, IL",USA,39.828175,-98.5795
281,1933-12-03,Amsterdam,the Netherlands,52.36942,4.907108,male,Max-Planck-Institut für Chemie,Mainz,Germany,51.0,10.0
282,1943-03-19,Mexico City,Mexico,19.431956,-99.134606,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,39.828175,-98.5795
283,1927-06-28,"Delaware, OH",USA,40.298889,-83.071944,male,University of California,"Irvine, CA",USA,39.828175,-98.5795
450,1941-07-01,"New Haven, CT",USA,41.307802,-72.932531,male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,39.828175,-98.5795
451,1925-12-01,"Baltimore, MD",USA,39.291586,-76.625305,male,National Institute of Environmental Health Sciences,"Research Triangle Park, NC",USA,39.828175,-98.5795
145,1918-07-15,"Lethbridge, Alberta",Canada,49.694167,-112.832778,male,McMaster University,"Hamilton, Ontario",Canada,60.0,-110.0
146,1915-09-23,"Pittsburgh, PA",USA,40.440136,-80.008661,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,39.828175,-98.5795
557,1929-08-24,Cairo,Egypt,30.044388,31.235725,male,,,,,
558,1923-08-16,Vishneva,Poland,54.140556,26.217222,male,,,,,
559,1922-03-01,Jerusalem,British Mandate of Palestine,31.767983,35.213809,male,,,,,
671,1935-01-31,Uchiko,Japan,33.533028,132.658278,male,,,,,
711,1920-05-29,Budapest,Hungary,47.497799,19.038285,male,University of California,"Berkeley, CA",USA,39.828175,-98.5795
712,1928-06-13,"Bluefield, WV",USA,37.262222,-81.218611,male,Princeton University,"Princeton, NJ",USA,39.828175,-98.5795
713,1930-10-05,Breslau,Germany,51.11,17.0325,male,Rheinische Friedrich-Wilhelms-Universität,Bonn,Germany,51.0,10.0
280,1927-05-22,Budapest,Hungary,47.497799,19.038285,male,University of Southern California,"Los Angeles, CA",USA,39.828175,-98.5795
448,1943-09-06,Derby,United Kingdom,52.921667,-1.476667,male,New England Biolabs,"Beverly, MA",USA,39.828175,-98.5795
449,1944-06-06,"Falmouth, KY",USA,38.676739,-84.33046,male,"Massachusetts Institute of Technology (MIT), Center for Cancer Research","Cambridge, MA",USA,39.828175,-98.5795
143,1950-11-28,"New York, NY",USA,40.715758,-74.0113,male,Princeton University,"Princeton, NJ",USA,39.828175,-98.5795
144,1941-03-29,"Philadelphia, PA",USA,39.957132,-75.174342,male,Princeton University,"Princeton, NJ",USA,39.828175,-98.5795
555,1918-07-18,Qunu,South Africa,-31.783333,28.616667,male,,,,,
556,1936-03-18,Johannesburg,South Africa,-26.205387,28.045515,male,,,,,
670,1931-02-18,"Lorain, OH",USA,41.452819,-82.182375,female,,,,,
709,1927-07-01,"New York, NY",USA,40.715758,-74.0113,male,University of Chicago,"Chicago, IL",USA,39.828175,-98.5795
710,1920-11-05,"Cambridge, MA",USA,42.374024,-71.107306,male,Washington University,"St. Louis, MO",USA,39.828175,-98.5795
278,1944-12-28,"Lenoir, NC",USA,35.908333,-81.53,male,,,,,
279,1932-04-26,Blackpool,United Kingdom,53.816788,-3.037077,male,University of British Columbia,Vancouver,Canada,60.0,-110.0
446,1920-04-06,Shanghai,China,31.23441,121.490343,male,University of Washington,"Seattle, WA",USA,39.828175,-98.5795
447,1918-06-06,"Lansing, IA",USA,43.361389,-91.223333,male,University of Washington,"Seattle, WA",USA,39.828175,-98.5795
142,1924-08-01,Dabrovica,Poland,51.273176,22.459883,male,École Supérieure de Physique et Chimie,Paris,France,47.0,2.0
554,1959-01-09,Aldea Chimel,Guatemala,15.562694,-90.005111,female,,,,,
669,1930-01-23,Castries,Saint Lucia,14.016667,-60.983333,male,,,,,
708,1930-12-02,"Pottsville, PA",USA,40.685,-76.203056,male,University of Chicago,"Chicago, IL",USA,39.828175,-98.5795
277,1923-07-21,Montreal,Canada,45.502786,-73.569058,male,California Institute of Technology (Caltech),"Pasadena, CA",USA,39.828175,-98.5795
444,1944-03-20,Landsberg,Germany,48.051498,10.873773,male,Max-Planck-Institut für Biophysikalische Chemie,Göttingen,Germany,51.0,10.0
445,1942-06-12,Stuttgart,Germany,48.775924,9.182014,male,Max-Planck-Institut für medizinische Forschung,Heidelberg,Germany,51.0,10.0
141,1932-10-24,Paris,France,48.860093,2.355954,male,Collège de France,Paris,France,47.0,2.0
553,1945-06-19,Rangoon,Burma,16.647566,96.112923,female,,,,,
668,1923-11-20,Springs,South Africa,-26.254722,28.442778,female,,,,,
707,1910-12-29,Willesden,United Kingdom,51.546667,-0.229444,male,University of Chicago,"Chicago, IL",USA,39.828175,-98.5795
276,1933-08-14,Winterthur,Switzerland,47.499172,8.72915,male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,46.798562,8.231973
442,1919-04-01,"Milford, MA",USA,42.360252,-71.058289,male,Brigham and Women's Hospital,"Boston, MA",USA,39.828175,-98.5795
443,1920-03-15,"Mart, TX",USA,31.5425,-96.831111,male,Fred Hutchinson Cancer Research Center,"Seattle, WA",USA,39.828175,-98.5795
138,1930-03-28,"Chicago, IL",USA,41.876228,-87.638416,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,39.828175,-98.5795
139,1926-12-09,"Boston, MA",USA,42.36042,-71.05681,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,39.828175,-98.5795
140,1929-11-02,"Medicine Hat, Alberta",Canada,50.033333,-110.666667,male,Stanford University,"Stanford, CA",USA,39.828175,-98.5795
552,1931-03-02,Privolnoye,USSR,45.9175,41.307222,male,,,,,
667,1914-03-31,Mexico City,Mexico,19.431956,-99.134606,male,,,,,
704,1927-08-24,"Chicago, IL",USA,41.876228,-87.638416,male,City University of New York,"New York, NY",USA,39.828175,-98.5795
705,1923-05-16,"Boston, MA",USA,42.36042,-71.05681,male,University of Chicago,"Chicago, IL",USA,39.828175,-98.5795
706,1934-06-16,"Boston, MA",USA,42.36042,-71.05681,male,Stanford University,"Stanford, CA",USA,39.828175,-98.5795
275,1928-07-12,"Methuen, MA",USA,42.7262,-71.190895,male,Harvard University,"Cambridge, MA",USA,39.828175,-98.5795
440,1936-02-22,"York, PA",USA,39.930149,-76.691902,male,University of California School of Medicine,"San Francisco, CA",USA,39.828175,-98.5795
441,1939-12-18,"Oceanside, NY",USA,40.638714,-73.640129,male,University of California School of Medicine,"San Francisco, CA",USA,39.828175,-98.5795
135,1915-08-27,"Washington, D.C.",USA,38.899065,-77.036523,male,Harvard University,"Cambridge, MA",USA,39.828175,-98.5795
136,1922-09-09,Görlitz,Prussia,51.152503,14.968883,male,University of Washington,"Seattle, WA",USA,39.828175,-98.5795
137,1913-08-10,Lorenzkirch,Germany,,,male,University of Bonn,Bonn,Germany,51.0,10.0
551,1935-07-06,Taktser,Tibet,36.378056,101.865833,male,,,,,
666,1916-05-11,Iria Flavia,Spain,42.745949,-8.655603,male,,,,,
703,1911-12-13,Skedsmo,Norway,59.982778,11.046389,male,University of Oslo,Oslo,Norway,65.0,11.0
273,1939-05-07,Montreal,Canada,45.502786,-73.569058,male,Yale University,"New Haven, CT",USA,39.828175,-98.5795
274,1947-12-08,"Chicago, IL",USA,41.876228,-87.638416,male,University of Colorado,"Boulder, CO",USA,39.828175,-98.5795
437,1924-06-14,Uddingston,Scotland,55.818958,-4.082486,male,"London University, King's College Hospital Medical School",London,United Kingdom,54.6,-2.0
438,1918-01-23,"New York, NY",USA,40.715758,-74.0113,female,Wellcome Research Laboratories,"Research Triangle Park, NC",USA,39.828175,-98.5795
439,1905-04-18,"Hoquiam, WA",USA,46.980278,-123.885556,male,Wellcome Research Laboratories,"Research Triangle Park, NC",USA,39.828175,-98.5795
132,1922-07-15,"New York, NY",USA,40.715758,-74.0113,male,Fermi National Accelerator Laboratory,"Batavia, IL",USA,39.828175,-98.5795
133,1932-11-02,"New York, NY",USA,40.715758,-74.0113,male,"Digital Pathways, Inc.","Mountain View, CA",USA,39.828175,-98.5795
134,1921-05-25,Bad Kissingen,Germany,50.198593,10.075495,male,CERN,Geneva,Switzerland,46.798562,8.231973
665,1911-12-11,Cairo,Egypt,30.044388,31.235725,male,,,,,
702,1911-05-31,Paris,France,48.860093,2.355954,male,École Nationale Supérieur des Mines de Paris,Paris,France,47.0,2.0
270,1943-09-30,Zusamaltheim,Germany,48.529961,10.63702,male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,39.828175,-98.5795
271,1937-02-20,Munich,Germany,48.134703,11.581995,male,Max-Planck-Institut für Biochemie,Martinsried,Germany,51.0,10.0
272,1948-07-18,Ludwigsburg,West Germany,48.895393,9.189515,male,Max-Planck-Institut für Biophysik,Frankfurt-on-the-Main,Germany,51.0,10.0
436,1939-09-05,Nagoya,Japan,35.180679,136.918749,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,39.828175,-98.5795
130,1950-05-16,Neuenkirchen,West Germany,52.24324,7.370654,male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,46.798562,8.231973
131,1927-04-20,Basel,Switzerland,47.560153,7.58788,male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,46.798562,8.231973
549,1940-09-13,Heredia,Costa Rica,9.998349,-84.116798,male,,,,,
664,1940-05-24,Leningrad,USSR,59.956651,30.333547,male,,,,,
701,1924-08-23,"Brooklyn, NY",USA,40.676379,-73.949819,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,39.828175,-98.5795
267,1919-04-22,"Chester, VT",USA,43.288056,-72.615,male,University of California,"Los Angeles, CA",USA,39.828175,-98.5795
268,1939-09-30,Rosheim,France,48.496422,7.469883,male,Université Louis Pasteur,Strasbourg,France,47.0,2.0
269,1904-10-03,Pusan,Korea,35.16201,129.047056,male,Du Pont,"Wilmington, DE",USA,39.828175,-98.5795
434,1922-11-17,"Brooklyn, NY",USA,40.676379,-73.949819,male,Vanderbilt University School of Medicine,"Nashville, TN",USA,39.828175,-98.5795
435,1909-04-22,Turin,Italy,45.071277,7.685561,female,Institute of Cell Biology of the C.N.R.,Rome,Italy,42.5,12.5
127,1906-12-25,Heidelberg,Germany,49.39922,8.680522,male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,51.0,10.0
128,1947-07-20,Frankfurt-on-the-Main,West Germany,50.107886,8.691488,male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,46.798562,8.231973
129,1933-06-06,Buchs,Switzerland,47.195724,8.719459,male,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,46.798562,8.231973
548,1928-09-30,Sighet,Romania,47.930944,23.894694,male,,,,,
663,1934-07-13,Abeokuta,Nigeria,7.145309,3.359045,male,,,,,
700,1919-10-03,"Murfreesboro, TN",USA,35.846111,-86.391944,male,Center for Study of Public Choice,"Fairfax, VA",USA,39.828175,-98.5795
264,1932-06-18,"San José, CA",USA,37.336189,-121.890579,male,Harvard University,"Cambridge, MA",USA,39.828175,-98.5795
265,1936-11-19,Hsinchu,Taiwan,24.814166,120.966649,male,University of California,"Berkeley, CA",USA,39.828175,-98.5795
266,1929-01-23,Berlin,Germany,52.522265,13.406852,male,University of Toronto,Toronto,Canada,60.0,-110.0
432,1941-04-13,"New York, NY",USA,40.715758,-74.0113,male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,39.828175,-98.5795
433,1940-04-18,"Sumter, SC",USA,33.956333,-80.395676,male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,39.828175,-98.5795
126,1943-06-28,Schroda,German-occupied Poland,52.233333,17.283333,male,Max-Planck-Institut für Festkörperforschung,Stuttgart,Germany,51.0,10.0
662,1913-10-10,Tananarive,Madagascar,-18.938611,47.521389,male,,,,,
699,1918-06-18,Rome,Italy,41.902288,12.506464,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,39.828175,-98.5795
262,1917-02-14,"New York, NY",USA,40.715758,-74.0113,male,The Medical Foundation of Buffalo,"Buffalo, NY",USA,39.828175,-98.5795
263,1918-06-18,"New York, NY",USA,40.715758,-74.0113,male,US Naval Research Laboratory,"Washington, D.C.",USA,39.828175,-98.5795
429,1911-12-23,London,United Kingdom,51.510235,-0.120852,male,Basel Institute for Immunology,Basel,Switzerland,46.798562,8.231973
430,1946-04-17,Munich,Germany,48.134703,11.581995,male,Basel Institute for Immunology,Basel,Switzerland,46.798562,8.231973
431,1927-10-08,Bahia Blanca,Argentina,-38.716667,-62.266667,male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,54.6,-2.0
124,1934-03-31,Gorizia,Italy,45.942524,13.618705,male,CERN,Geneva,Switzerland,46.798562,8.231973
125,1925-11-24,the Hague,the Netherlands,52.070359,4.300254,male,CERN,Geneva,Switzerland,46.798562,8.231973
546,1931-10-07,Klerksdorp,South Africa,-26.866667,26.666667,male,,,,,
661,1901-09-23,Prague,Austria-Hungary,50.07507,14.42989,male,,,,,
698,1913-08-30,London,United Kingdom,51.510235,-0.120852,male,University of Cambridge,Cambridge,United Kingdom,54.6,-2.0
261,1921-07-15,"Fort Worth, TX",USA,32.756389,-97.3325,male,Rockefeller University,"New York, NY",USA,39.828175,-98.5795
428,1902-06-16,"Hartford, CT",USA,41.763333,-72.685,female,Cold Spring Harbor Laboratory,"Cold Spring Harbor, NY",USA,39.828175,-98.5795
122,1910-10-19,Lahore,India,31.53201,74.352919,male,University of Chicago,"Chicago, IL",USA,39.828175,-98.5795
123,1911-08-09,"Pittsburgh, PA",USA,40.440136,-80.008661,male,California Institute of Technology (Caltech),"Pasadena, CA",USA,39.828175,-98.5795
545,1943-09-29,Popowo,Poland,52.7,19.4075,male,,,,,
660,1911-09-19,St. Columb Minor,United Kingdom,50.416694,-5.05,male,,,,,
697,1921-07-04,Calais,France,50.951555,1.85851,male,University of California,"Berkeley, CA",USA,39.828175,-98.5795
260,1915-11-30,Neudorf,Canada,50.709694,-103.014,male,Stanford University,"Stanford, CA",USA,39.828175,-98.5795
425,1916-01-10,Stockholm,Sweden,59.325371,18.070794,male,Karolinska Institutet,Stockholm,Sweden,61.0,15.0
426,1934-05-21,Halmstad,Sweden,56.673985,12.857483,male,Karolinska Institutet,Stockholm,Sweden,61.0,15.0
427,1927-03-29,Tardebigg,United Kingdom,52.321944,-2.006944,male,The Wellcome Research Laboratories,Beckenham,United Kingdom,54.6,-2.0
121,1936-06-08,"Waltham, MA",USA,42.380556,-71.235,male,Cornell University,"Ithaca, NY",USA,39.828175,-98.5795
543,1902-01-31,Uppsala,Sweden,59.858503,17.638748,female,,,,,
544,1911-03-20,Zamora,Mexico,19.983333,-102.283333,male,,,,,
659,1927-03-06,Aracataca,Colombia,10.591111,-74.185,male,,,,,
696,1911-01-17,"Renton, WA",USA,47.479917,-122.203444,male,University of Chicago,"Chicago, IL",USA,39.828175,-98.5795
259,1926-08-11,Zelvas,Lithuania,53.148256,24.816515,male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,54.6,-2.0
422,1913-08-20,"Hartford, CT",USA,41.763333,-72.685,male,California Institute of Technology (Caltech),"Pasadena, CA",USA,39.828175,-98.5795
423,1926-02-27,"Windsor, ON",Canada,42.296495,-83.025543,male,Harvard Medical School,"Boston, MA",USA,39.828175,-98.5795
424,1924-06-03,Uppsala,Sweden,59.858503,17.638748,male,Harvard Medical School,"Boston, MA",USA,39.828175,-98.5795
118,1920-03-11,Dordrecht,the Netherlands,51.813496,4.689689,male,Harvard University,"Cambridge, MA",USA,39.828175,-98.5795
119,1921-05-05,"Mount Vernon, NY",USA,40.914167,-73.830556,male,Stanford University,"Stanford, CA",USA,39.828175,-98.5795
120,1918-04-20,Lund,Sweden,55.708313,13.199164,male,Uppsala University,Uppsala,Sweden,61.0,15.0
