"Award_Year","Category","Date_Awarded","Prize_Amount","Prize_Amount_Adj","Prize_Link","Portion","Sort_Order","Motivation","Laureate_Full_Name","Laureate_Known_Name","Organization_Name","Laureate_Link","laureate_id","Birth_Date","Birth_City","Birth_Country","Birth_Lat","Birth_Lon","Gender","Affiliation_Name","Award_City","Award_Country","Award_Lat","Award_Lon","Age_When_Awarded","Org_Type","Sole_Winner","Org_Name","Org_Founded_Date","Founded_Country"
"2014","Physics","2014-10-07",8000000,9492737,"https://api.nobelprize.org/2/nobelPrize/phy/2014","'1/3'",2,"for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources","Hiroshi Amano","Hiroshi Amano","","https://api.nobelprize.org/2/laureate/907","907","1960-09-11","Hamamatsu","Japan",34.710979,137.725937,"male","Nagoya University","Nagoya","Japan",35.0,136.0,54.0,"Human",False,"","",""
"2014","Physics","2014-10-07",8000000,9492737,"https://api.nobelprize.org/2/nobelPrize/phy/2014","'1/3'",3,"for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources","Shuji Nakamura","Shuji Nakamura","","https://api.nobelprize.org/2/laureate/908","908","1954-05-22","Ikata","Japan",33.488611,132.354111,"male","University of California","Santa Barbara, CA","USA",39.828175,-98.5795,60.0,"Human",False,"","",""
"2014","Peace","2014-10-10",8000000,9492737,"https://api.nobelprize.org/2/nobelPrize/pea/2014","'1/2'",1,"for their struggle against the suppression of children and young people and for the right of all children to education","Kailash Satyarthi","Kailash Satyarthi","","https://api.nobelprize.org/2/laureate/913","913","1954-01-11","Vidisha","India",23.520813,77.80632,"male","","","","","",60.0,"Human",False,"","",""
"2014","Peace","2014-10-10",8000000,9492737,"https://api.nobelprize.org/2/nobelPrize/pea/2014","'1/2'",2,"for their struggle against the suppression of children and young people and for the right of all children to education","Malala Yousafzai","Malala Yousafzai","","https://api.nobelprize.org/2/laureate/914","914","1997-07-12","Mingora","Pakistan",34.771667,72.36,"female","","","","","",17.0,"Human",False,"","",""
"2014","Literature","2014-10-09",8000000,9492737,"https://api.nobelprize.org/2/nobelPrize/lit/2014","'1'",1,"for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation","Patrick Modiano","Patrick Modiano","","https://api.nobelprize.org/2/laureate/912","912","1945-07-30","Paris","France",48.860093,2.355954,"male","","","","","",69.0,"Human",True,"","",""
"2014","Economic Sciences","2014-10-13",8000000,9492737,"https://api.nobelprize.org/2/nobelPrize/eco/2014","'1'",1,"for his analysis of market power and regulation","Jean Tirole","Jean Tirole","","https://api.nobelprize.org/2/laureate/915","915","1953-08-09","Troyes","France",48.297161,4.074626,"male","Toulouse School of Economics (TSE)","Toulouse","France",47.0,2.0,61.0,"Human",True,"","",""
"2014","Chemistry","2014-10-08",8000000,9492737,"https://api.nobelprize.org/2/nobelPrize/che/2014","'1/3'",1,"for the development of super-resolved fluorescence microscopy","Eric Betzig","Eric Betzig","","https://api.nobelprize.org/2/laureate/909","909","1960-01-13","Ann Arbor, MI","USA",42.281061,-83.745758,"male","Janelia Research Campus, Howard Hughes Medical Institute","Ashburn, VA","USA",39.828175,-98.5795,54.0,"Human",False,"","",""
"2014","Chemistry","2014-10-08",8000000,9492737,"https://api.nobelprize.org/2/nobelPrize/che/2014","'1/3'",2,"for the development of super-resolved fluorescence microscopy","Stefan W. Hell","Stefan W. Hell","","https://api.nobelprize.org/2/laureate/910","910","1962-12-23","Arad","Romania",46.166667,21.316667,"male","Max Planck Institute for Biophysical Chemistry","Göttingen","Germany",51.0,10.0,51.0,"Human",False,"","",""
"2014","Chemistry","2014-10-08",8000000,9492737,"https://api.nobelprize.org/2/nobelPrize/che/2014","'1/3'",3,"for the development of super-resolved fluorescence microscopy","William E. Moerner","William E. Moerner","","https://api.nobelprize.org/2/laureate/911","911","1953-06-24","Pleasanton, CA","USA",37.662431,-121.874679,"male","Stanford University","Stanford, CA","USA",39.828175,-98.5795,61.0,"Human",False,"","",""
"2013","Physiology or Medicine","2013-10-07",8000000,9476854,"https://api.nobelprize.org/2/nobelPrize/med/2013","'1/3'",1,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells","James E. Rothman","James E. Rothman","","https://api.nobelprize.org/2/laureate/884","884","1950-11-03","Haverhill, MA","USA",42.783333,-71.083333,"male","Yale University","New Haven, CT","USA",39.828175,-98.5795,62.0,"Human",False,"","",""
"2013","Physiology or Medicine","2013-10-07",8000000,9476854,"https://api.nobelprize.org/2/nobelPrize/med/2013","'1/3'",2,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells","Randy W. Schekman","Randy W. Schekman","","https://api.nobelprize.org/2/laureate/885","885","1948-12-30","St. Paul, MN","USA",44.944167,-93.093611,"male","University of California","Berkeley, CA","USA",39.828175,-98.5795,64.0,"Human",False,"","",""
"2013","Physiology or Medicine","2013-10-07",8000000,9476854,"https://api.nobelprize.org/2/nobelPrize/med/2013","'1/3'",3,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells","Thomas C. Südhof","Thomas C. Südhof","","https://api.nobelprize.org/2/laureate/886","886","1955-12-22","Göttingen","Germany",51.539385,9.913113,"male","Stanford University","Stanford, CA","USA",39.828175,-98.5795,57.0,"Human",False,"","",""
"2013","Physics","2013-10-08",8000000,9476854,"https://api.nobelprize.org/2/nobelPrize/phy/2013","'1/2'",1,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider","François Englert","François Englert","","https://api.nobelprize.org/2/laureate/887","887","1932-11-06","Etterbeek","Belgium",50.836143,4.386174,"male","Université Libre de Bruxelles","Brussels","Belgium",50.641111,4.668056,80.0,"Human",False,"","",""
"2013","Physics","2013-10-08",8000000,9476854,"https://api.nobelprize.org/2/nobelPrize/phy/2013","'1/2'",2,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider","Peter W. Higgs","Peter Higgs","","https://api.nobelprize.org/2/laureate/888","888","1929-05-29","Newcastle upon Tyne","United Kingdom",54.973846,-1.613157,"male","University of Edinburgh","Edinburgh","United Kingdom",54.6,-2.0,84.0,"Human",False,"","",""
"2013","Peace","2013-10-11",8000000,9476854,"https://api.nobelprize.org/2/nobelPrize/pea/2013","'1'",1,"for its extensive efforts to eliminate chemical weapons","","","Organisation for the Prohibition of Chemical Weapons","https://api.nobelprize.org/2/laureate/893","893","","","","","","","","","","","","","Organization",True,"Organisation for the Prohibition of Chemical Weapons","1997-01-01",""
"2013","Literature","2013-10-10",8000000,9476854,"https://api.nobelprize.org/2/nobelPrize/lit/2013","'1'",1,"master of the contemporary short story","Alice Munro","Alice Munro","","https://api.nobelprize.org/2/laureate/892","892","1931-07-10","Wingham","Canada",43.8875,-81.310278,"female","","","","","",82.0,"Human",True,"","",""
"2013","Economic Sciences","2013-10-14",8000000,9476854,"https://api.nobelprize.org/2/nobelPrize/eco/2013","'1/3'",1,"for their empirical analysis of asset prices","Eugene F. Fama","Eugene F. Fama","","https://api.nobelprize.org/2/laureate/894","894","1939-02-14","Boston, MA","USA",42.36042,-71.05681,"male","University of Chicago","Chicago, IL","USA",39.828175,-98.5795,74.0,"Human",False,"","",""
"2013","Economic Sciences","2013-10-14",8000000,9476854,"https://api.nobelprize.org/2/nobelPrize/eco/2013","'1/3'",2,"for their empirical analysis of asset prices","Lars Peter Hansen","Lars Peter Hansen","","https://api.nobelprize.org/2/laureate/895","895","1952-10-26","Urbana, IL","USA",40.110863,-88.206265,"male","University of Chicago","Chicago, IL","USA",39.828175,-98.5795,61.0,"Human",False,"","",""
"2013","Economic Sciences","2013-10-14",8000000,9476854,"https://api.nobelprize.org/2/nobelPrize/eco/2013","'1/3'",3,"for their empirical analysis of asset prices","Robert J. Shiller","Robert J. Shiller","","https://api.nobelprize.org/2/laureate/896","896","1946-03-29","Detroit, MI","USA",42.331667,-83.0475,"male","Yale University","New Haven, CT","USA",39.828175,-98.5795,67.0,"Human",False,"","",""
"2013","Chemistry","2013-10-09",8000000,9476854,"https://api.nobelprize.org/2/nobelPrize/che/2013","'1/3'",1,"for the development of multiscale models for complex chemical systems","Martin Karplus","Martin Karplus","","https://api.nobelprize.org/2/laureate/889","889","1930-03-15","Vienna","Austria",48.207646,16.372793,"male","Université de Strasbourg","Strasbourg","France",47.0,2.0,83.0,"Human",False,"","",""
"2013","Chemistry","2013-10-09",8000000,9476854,"https://api.nobelprize.org/2/nobelPrize/che/2013","'1/3'",2,"for the development of multiscale models for complex chemical systems","Michael Levitt","Michael Levitt","","https://api.nobelprize.org/2/laureate/890","890","1947-05-09","Pretoria","South Africa",-25.746389,28.188056,"male","Stanford University School of Medicine","Stanford, CA","USA",39.828175,-98.5795,66.0,"Human",False,"","",""
"2013","Chemistry","2013-10-09",8000000,9476854,"https://api.nobelprize.org/2/nobelPrize/che/2013","'1/3'",3,"for the development of multiscale models for complex chemical systems","Arieh Warshel","Arieh Warshel","","https://api.nobelprize.org/2/laureate/891","891","1940-11-20","Kibbutz Sde-Nahum","British Mandate of Palestine",32.529995,35.479515,"male","University of Southern California","Los Angeles, CA","USA",39.828175,-98.5795,72.0,"Human",False,"","",""
"2012","Physiology or Medicine","2012-10-08",8000000,9471572,"https://api.nobelprize.org/2/nobelPrize/med/2012","'1/2'",1,"for the discovery that mature cells can be reprogrammed to become pluripotent","Sir John B. Gurdon","Sir John B. Gurdon","","https://api.nobelprize.org/2/laureate/874","874","1933-10-02","Dippenhall","United Kingdom",51.212059,-0.835956,"male","Gurdon Institute","Cambridge","United Kingdom",54.6,-2.0,79.0,"Human",False,"","",""
"2012","Physiology or Medicine","2012-10-08",8000000,9471572,"https://api.nobelprize.org/2/nobelPrize/med/2012","'1/2'",2,"for the discovery that mature cells can be reprogrammed to become pluripotent","Shinya Yamanaka","Shinya Yamanaka","","https://api.nobelprize.org/2/laureate/875","875","1962-09-04","Osaka","Japan",34.693756,135.50145,"male","Kyoto University","Kyoto","Japan",35.0,136.0,50.0,"Human",False,"","",""
"2012","Physics","2012-10-09",8000000,9471572,"https://api.nobelprize.org/2/nobelPrize/phy/2012","'1/2'",1,"for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems","Serge Haroche","Serge Haroche","","https://api.nobelprize.org/2/laureate/876","876","1944-09-11","Casablanca","Morocco",33.599167,-7.62,"male","Collège de France","Paris","France",47.0,2.0,68.0,"Human",False,"","",""
"2012","Physics","2012-10-09",8000000,9471572,"https://api.nobelprize.org/2/nobelPrize/phy/2012","'1/2'",2,"for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems","David J. Wineland","David J. Wineland","","https://api.nobelprize.org/2/laureate/877","877","1944-02-24","Milwaukee, WI","USA",43.05,-87.95,"male","National Institute of Standards and Technology","Boulder, CO","USA",39.828175,-98.5795,68.0,"Human",False,"","",""
"2012","Peace","2012-10-12",8000000,9471572,"https://api.nobelprize.org/2/nobelPrize/pea/2012","'1'",1,"for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe","","","European Union","https://api.nobelprize.org/2/laureate/881","881","","","","","","","","","","","","","Organization",True,"European Union","1952-01-01",""
"2012","Literature","2012-10-11",8000000,9471572,"https://api.nobelprize.org/2/nobelPrize/lit/2012","'1'",1,"who with hallucinatory realism merges folk tales, history and the contemporary","Mo Yan","Mo Yan","","https://api.nobelprize.org/2/laureate/880","880","1956-03-25","Gaomi","China",36.365406,119.800537,"male","","","","","",56.0,"Human",True,"","",""
"2012","Economic Sciences","2012-10-15",8000000,9471572,"https://api.nobelprize.org/2/nobelPrize/eco/2012","'1/2'",1,"for the theory of stable allocations and the practice of market design","Alvin E. Roth","Alvin E. Roth","","https://api.nobelprize.org/2/laureate/882","882","1951-12-18","New York, NY","USA",40.715758,-74.0113,"male","Harvard University","Cambridge, MA","USA",39.828175,-98.5795,60.0,"Human",False,"","",""
"2012","Economic Sciences","2012-10-15",8000000,9471572,"https://api.nobelprize.org/2/nobelPrize/eco/2012","'1/2'",2,"for the theory of stable allocations and the practice of market design","Lloyd S. Shapley","Lloyd S. Shapley","","https://api.nobelprize.org/2/laureate/883","883","1923-06-02","Cambridge, MA","USA",42.374024,-71.107306,"male","University of California","Los Angeles, CA","USA",39.828175,-98.5795,89.0,"Human",False,"","",""
"2012","Chemistry","2012-10-10",8000000,9471572,"https://api.nobelprize.org/2/nobelPrize/che/2012","'1/2'",1,"for studies of G-protein-coupled receptors","Robert J. Lefkowitz","Robert J. Lefkowitz","","https://api.nobelprize.org/2/laureate/878","878","1943-04-15","New York, NY","USA",40.715758,-74.0113,"male","Howard Hughes Medical Institute","","USA",39.828175,-98.5795,69.0,"Human",False,"","",""
"2012","Chemistry","2012-10-10",8000000,9471572,"https://api.nobelprize.org/2/nobelPrize/che/2012","'1/2'",2,"for studies of G-protein-coupled receptors","Brian K. Kobilka","Brian Kobilka","","https://api.nobelprize.org/2/laureate/879","879","1955-05-30","Little Falls, MN","USA",45.976357,-94.362503,"male","Stanford University School of Medicine","Stanford, CA","USA",39.828175,-98.5795,57.0,"Human",False,"","",""
"2011","Physiology or Medicine","2011-10-03",10000000,11946007,"https://api.nobelprize.org/2/nobelPrize/med/2011","'1/4'",1,"for their discoveries concerning the activation of innate immunity","Bruce A. Beutler","Bruce A. Beutler","","https://api.nobelprize.org/2/laureate/861","861","1957-12-29","Chicago, IL","USA",41.876228,-87.638416,"male","University of Texas Southwestern Medical Center at Dallas","Dallas, TX","USA",39.828175,-98.5795,53.0,"Human",False,"","",""
"2011","Physiology or Medicine","2011-10-03",10000000,11946007,"https://api.nobelprize.org/2/nobelPrize/med/2011","'1/4'",2,"for their discoveries concerning the activation of innate immunity","Jules A. Hoffmann","Jules A. Hoffmann","","https://api.nobelprize.org/2/laureate/862","862","1941-08-02","Echternach","Luxembourg",49.812096,6.421486,"male","University of Strasbourg","Strasbourg","France",47.0,2.0,70.0,"Human",False,"","",""
"2011","Physiology or Medicine","2011-10-03",10000000,11946007,"https://api.nobelprize.org/2/nobelPrize/med/2011","'1/2'",3,"for his discovery of the dendritic cell and its role in adaptive immunity","Ralph M. Steinman","Ralph M. Steinman","","https://api.nobelprize.org/2/laureate/863","863","1943-01-14","Montreal","Canada",45.502786,-73.569058,"male","Rockefeller University","New York, NY","USA",39.828175,-98.5795,68.0,"Human",False,"","",""
"2011","Physics","2011-10-04",10000000,11946007,"https://api.nobelprize.org/2/nobelPrize/phy/2011","'1/2'",1,"for the discovery of the accelerating expansion of the Universe through observations of distant supernovae","Saul Perlmutter","Saul Perlmutter","","https://api.nobelprize.org/2/laureate/864","864","1959-01-01","Champaign-Urbana, IL","USA",40.109383,-88.227287,"male","Lawrence Berkeley National Laboratory","Berkeley, CA","USA",39.828175,-98.5795,52.0,"Human",False,"","",""
"2011","Physics","2011-10-04",10000000,11946007,"https://api.nobelprize.org/2/nobelPrize/phy/2011","'1/4'",2,"for the discovery of the accelerating expansion of the Universe through observations of distant supernovae","Brian P. Schmidt","Brian P. Schmidt","","https://api.nobelprize.org/2/laureate/865","865","1967-02-24","Missoula, MT","USA",46.870106,-113.99527,"male","Australian National University","Weston Creek","Australia",-28.0,137.0,44.0,"Human",False,"","",""
"2011","Physics","2011-10-04",10000000,11946007,"https://api.nobelprize.org/2/nobelPrize/phy/2011","'1/4'",3,"for the discovery of the accelerating expansion of the Universe through observations of distant supernovae","Adam G. Riess","Adam G. Riess","","https://api.nobelprize.org/2/laureate/866","866","1969-12-16","Washington, D.C.","USA",38.899065,-77.036523,"male","Johns Hopkins University","Baltimore, MD","USA",39.828175,-98.5795,41.0,"Human",False,"","",""
"2011","Peace","2011-10-07",10000000,11946007,"https://api.nobelprize.org/2/nobelPrize/pea/2011","'1/3'",1,"for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work","Ellen Johnson Sirleaf","Ellen Johnson Sirleaf","","https://api.nobelprize.org/2/laureate/869","869","1938-10-29","Monrovia","Liberia",6.297724,-10.779029,"female","","","","","",72.0,"Human",False,"","",""
"2011","Peace","2011-10-07",10000000,11946007,"https://api.nobelprize.org/2/nobelPrize/pea/2011","'1/3'",2,"for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work","Leymah Gbowee","Leymah Gbowee","","https://api.nobelprize.org/2/laureate/870","870","1972-02-01","Monrovia","Liberia",6.297724,-10.779029,"female","","","","","",39.0,"Human",False,"","",""
"2011","Peace","2011-10-07",10000000,11946007,"https://api.nobelprize.org/2/nobelPrize/pea/2011","'1/3'",3,"for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work","Tawakkol Karman","Tawakkol Karman","","https://api.nobelprize.org/2/laureate/871","871","1979-02-07","Ta'izz","Yemen","","","female","","","","","",32.0,"Human",False,"","",""
"2011","Literature","2011-10-06",10000000,11946007,"https://api.nobelprize.org/2/nobelPrize/lit/2011","'1'",1,"because, through his condensed, translucent images, he gives us fresh access to reality","Tomas Tranströmer","Tomas Tranströmer","","https://api.nobelprize.org/2/laureate/868","868","1931-04-15","Stockholm","Sweden",59.325371,18.070794,"male","","","","","",80.0,"Human",True,"","",""
"2011","Economic Sciences","2011-10-10",10000000,11946007,"https://api.nobelprize.org/2/nobelPrize/eco/2011","'1/2'",1,"for their empirical research on cause and effect in the macroeconomy","Thomas J. Sargent","Thomas J. Sargent","","https://api.nobelprize.org/2/laureate/872","872","1943-07-19","Pasadena, CA","USA",34.150071,-118.142111,"male","New York University","New York, NY","USA",39.828175,-98.5795,68.0,"Human",False,"","",""
"2011","Economic Sciences","2011-10-10",10000000,11946007,"https://api.nobelprize.org/2/nobelPrize/eco/2011","'1/2'",2,"for their empirical research on cause and effect in the macroeconomy","Christopher A. Sims","Christopher A. Sims","","https://api.nobelprize.org/2/laureate/873","873","1942-10-21","Washington, D.C.","USA",38.899065,-77.036523,"male","Princeton University","Princeton, NJ","USA",39.828175,-98.5795,69.0,"Human",False,"","",""
"2011","Chemistry","2011-10-05",10000000,11946007,"https://api.nobelprize.org/2/nobelPrize/che/2011","'1'",1,"for the discovery of quasicrystals","Dan Shechtman","Dan Shechtman","","https://api.nobelprize.org/2/laureate/867","867","1941-01-24","Tel Aviv","British Mandate of Palestine",32.085996,34.781915,"male","Technion - Israel Institute of Technology","Haifa","Israel",31.0,35.0,70.0,"Human",True,"","",""
"2010","Physiology or Medicine","2010-10-04",10000000,12256203,"https://api.nobelprize.org/2/nobelPrize/med/2010","'1'",1,"for the development of in vitro fertilization","Robert G. Edwards","Robert G. Edwards","","https://api.nobelprize.org/2/laureate/848","848","1925-09-27","Batley","United Kingdom",53.716667,-1.635556,"male","University of Cambridge","Cambridge","United Kingdom",54.6,-2.0,85.0,"Human",True,"","",""
"2010","Physics","2010-10-05",10000000,12256203,"https://api.nobelprize.org/2/nobelPrize/phy/2010","'1/2'",1,"for groundbreaking experiments regarding the two-dimensional material graphene","Andre Geim","Andre Geim","","https://api.nobelprize.org/2/laureate/849","849","1958-10-21","Sochi","Russia",43.585484,39.72311,"male","University of Manchester","Manchester","United Kingdom",54.6,-2.0,51.0,"Human",False,"","",""
"2010","Physics","2010-10-05",10000000,12256203,"https://api.nobelprize.org/2/nobelPrize/phy/2010","'1/2'",2,"for groundbreaking experiments regarding the two-dimensional material graphene","Konstantin Novoselov","Konstantin Novoselov","","https://api.nobelprize.org/2/laureate/850","850","1974-08-23","Nizhny Tagil","Russia",57.905148,59.950848,"male","University of Manchester","Manchester","United Kingdom",54.6,-2.0,36.0,"Human",False,"","",""
"2010","Peace","2010-10-08",10000000,12256203,"https://api.nobelprize.org/2/nobelPrize/pea/2010","'1'",1,"for his long and non-violent struggle for fundamental human rights in China","Liu Xiaobo","Liu Xiaobo","","https://api.nobelprize.org/2/laureate/855","855","1955-12-28","Changchun","China",43.9,125.2,"male","","","","","",54.0,"Human",True,"","",""
"2010","Literature","2010-10-07",10000000,12256203,"https://api.nobelprize.org/2/nobelPrize/lit/2010","'1'",1,"for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat","Mario Vargas Llosa","Mario Vargas Llosa","","https://api.nobelprize.org/2/laureate/854","854","1936-03-28","Arequipa","Peru",-16.398867,-71.536964,"male","","","","","",74.0,"Human",True,"","",""
"2010","Economic Sciences","2010-10-11",10000000,12256203,"https://api.nobelprize.org/2/nobelPrize/eco/2010","'1/3'",1,"for their analysis of markets with search frictions","Peter A. Diamond","Peter A. Diamond","","https://api.nobelprize.org/2/laureate/856","856","1940-04-29","New York, NY","USA",40.715758,-74.0113,"male","Massachusetts Institute of Technology (MIT)","Cambridge, MA","USA",39.828175,-98.5795,70.0,"Human",False,"","",""
"2010","Economic Sciences","2010-10-11",10000000,12256203,"https://api.nobelprize.org/2/nobelPrize/eco/2010","'1/3'",2,"for their analysis of markets with search frictions","Dale T. Mortensen","Dale T. Mortensen","","https://api.nobelprize.org/2/laureate/857","857","1939-02-02","Enterprise, OR","USA",45.424167,-117.276944,"male","Northwestern University","Evanston, IL","USA",39.828175,-98.5795,71.0,"Human",False,"","",""
"2010","Economic Sciences","2010-10-11",10000000,12256203,"https://api.nobelprize.org/2/nobelPrize/eco/2010","'1/3'",3,"for their analysis of markets with search frictions","Christopher A. Pissarides","Christopher A. Pissarides","","https://api.nobelprize.org/2/laureate/858","858","1948-02-20","Nicosia","Cyprus",35.175808,33.368561,"male","London School of Economics and Political Science","London","United Kingdom",54.6,-2.0,62.0,"Human",False,"","",""
"2010","Chemistry","2010-10-06",10000000,12256203,"https://api.nobelprize.org/2/nobelPrize/che/2010","'1/3'",1,"for palladium-catalyzed cross couplings in organic synthesis","Richard F. Heck","Richard F. Heck","","https://api.nobelprize.org/2/laureate/851","851","1931-08-15","Springfield, MA","USA",42.101972,-72.585947,"male","University of Delaware","","USA",39.828175,-98.5795,79.0,"Human",False,"","",""
"2010","Chemistry","2010-10-06",10000000,12256203,"https://api.nobelprize.org/2/nobelPrize/che/2010","'1/3'",2,"for palladium-catalyzed cross couplings in organic synthesis","Ei-ichi Negishi","Ei-ichi Negishi","","https://api.nobelprize.org/2/laureate/852","852","1935-07-14","Changchun","China",43.9,125.2,"male","Purdue University","West Lafayette, IN","USA",39.828175,-98.5795,75.0,"Human",False,"","",""
"2010","Chemistry","2010-10-06",10000000,12256203,"https://api.nobelprize.org/2/nobelPrize/che/2010","'1/3'",3,"for palladium-catalyzed cross couplings in organic synthesis","Akira Suzuki","Akira Suzuki","","https://api.nobelprize.org/2/laureate/853","853","1930-09-12","Mukawa","Japan",42.57475,141.92675,"male","Hokkaido University","Sapporo","Japan",35.0,136.0,80.0,"Human",False,"","",""
"2009","Physiology or Medicine","2009-10-05",10000000,12413793,"https://api.nobelprize.org/2/nobelPrize/med/2009","'1/3'",1,"for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase","Elizabeth H. Blackburn","Elizabeth H. Blackburn","","https://api.nobelprize.org/2/laureate/835","835","1948-11-26","Hobart, Tasmania","Australia",-42.882746,147.326068,"female","University of California","San Francisco, CA","USA",39.828175,-98.5795,60.0,"Human",False,"","",""
"2009","Physiology or Medicine","2009-10-05",10000000,12413793,"https://api.nobelprize.org/2/nobelPrize/med/2009","'1/3'",2,"for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase","Carol W. Greider","Carol W. Greider","","https://api.nobelprize.org/2/laureate/836","836","1961-04-15","San Diego, CA","USA",32.7305,-117.166696,"female","Johns Hopkins University School of Medicine","Baltimore, MD","USA",39.828175,-98.5795,48.0,"Human",False,"","",""
"2009","Physiology or Medicine","2009-10-05",10000000,12413793,"https://api.nobelprize.org/2/nobelPrize/med/2009","'1/3'",3,"for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase","Jack W. Szostak","Jack W. Szostak","","https://api.nobelprize.org/2/laureate/837","837","1952-11-09","London","United Kingdom",51.510235,-0.120852,"male","Harvard Medical School","Boston, MA","USA",39.828175,-98.5795,56.0,"Human",False,"","",""
"2009","Physics","2009-10-06",10000000,12413793,"https://api.nobelprize.org/2/nobelPrize/phy/2009","'1/2'",1,"for groundbreaking achievements concerning the transmission of light in fibers for optical communication","Charles Kuen Kao","Charles K. Kao","","https://api.nobelprize.org/2/laureate/838","838","1933-11-04","Shanghai","China",31.23441,121.490343,"male","Standard Telecommunication Laboratories","Harlow","United Kingdom",54.6,-2.0,75.0,"Human",False,"","",""
"2009","Physics","2009-10-06",10000000,12413793,"https://api.nobelprize.org/2/nobelPrize/phy/2009","'1/4'",2,"for the invention of an imaging semiconductor circuit - the CCD sensor","Willard S. Boyle","Willard S. Boyle","","https://api.nobelprize.org/2/laureate/839","839","1924-08-19","Amherst, NS","Canada",45.830032,-64.205261,"male","Bell Laboratories","Murray Hill, NJ","USA",39.828175,-98.5795,85.0,"Human",False,"","",""
"2009","Physics","2009-10-06",10000000,12413793,"https://api.nobelprize.org/2/nobelPrize/phy/2009","'1/4'",3,"for the invention of an imaging semiconductor circuit - the CCD sensor","George E. Smith","George E. Smith","","https://api.nobelprize.org/2/laureate/840","840","1930-05-10","White Plains, NY","USA",41.033985,-73.762909,"male","Bell Laboratories","Murray Hill, NJ","USA",39.828175,-98.5795,79.0,"Human",False,"","",""
"2009","Peace","2009-10-09",10000000,12413793,"https://api.nobelprize.org/2/nobelPrize/pea/2009","'1'",1,"for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples","Barack Hussein Obama","Barack H. Obama","","https://api.nobelprize.org/2/laureate/845","845","1961-08-04","Honolulu, HI","USA",21.304546,-157.855682,"male","","","","","",48.0,"Human",True,"","",""
"2009","Literature","2009-10-08",10000000,12413793,"https://api.nobelprize.org/2/nobelPrize/lit/2009","'1'",1,"who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed","Herta Müller","Herta Müller","","https://api.nobelprize.org/2/laureate/844","844","1953-08-17","Nitzkydorf, Banat","Romania",45.578641,21.536293,"female","","","","","",56.0,"Human",True,"","",""
"2009","Economic Sciences","2009-10-12",10000000,12413793,"https://api.nobelprize.org/2/nobelPrize/eco/2009","'1/2'",1,"for her analysis of economic governance, especially the commons","Elinor Ostrom","Elinor Ostrom","","https://api.nobelprize.org/2/laureate/846","846","1933-08-07","Los Angeles, CA","USA",34.062144,-118.225001,"female","Indiana University","Bloomington, IN","USA",39.828175,-98.5795,76.0,"Human",False,"","",""
"2009","Economic Sciences","2009-10-12",10000000,12413793,"https://api.nobelprize.org/2/nobelPrize/eco/2009","'1/2'",2,"for his analysis of economic governance, especially the boundaries of the firm","Oliver E. Williamson","Oliver E. Williamson","","https://api.nobelprize.org/2/laureate/847","847","1932-09-27","Superior, WI","USA",46.720776,-92.10408,"male","University of California","Berkeley, CA","USA",39.828175,-98.5795,77.0,"Human",False,"","",""
"2009","Chemistry","2009-10-07",10000000,12413793,"https://api.nobelprize.org/2/nobelPrize/che/2009","'1/3'",1,"for studies of the structure and function of the ribosome","Venkatraman Ramakrishnan","Venkatraman Ramakrishnan","","https://api.nobelprize.org/2/laureate/841","841","1952-01-01","Chidambaram, Tamil Nadu","India",11.398194,79.695359,"male","MRC Laboratory of Molecular Biology","Cambridge","United Kingdom",54.6,-2.0,57.0,"Human",False,"","",""
"2009","Chemistry","2009-10-07",10000000,12413793,"https://api.nobelprize.org/2/nobelPrize/che/2009","'1/3'",2,"for studies of the structure and function of the ribosome","Thomas A. Steitz","Thomas A. Steitz","","https://api.nobelprize.org/2/laureate/842","842","1940-08-23","Milwaukee, WI","USA",43.05,-87.95,"male","Yale University","New Haven, CT","USA",39.828175,-98.5795,69.0,"Human",False,"","",""
