"laureate_id","Category","Affiliation_Name","Award_Year","Motivation","Date_Awarded","Award_City","Award_Country","Award_Lat","Award_Lon"
"766","Physics","Argonne National Laboratory","2003","for pioneering contributions to the theory of superconductors and superfluids","2003-10-07","Argonne, IL","USA",39.828175,-98.5795
"767","Physics","P.N. Lebedev Physical Institute","2003","for pioneering contributions to the theory of superconductors and superfluids","2003-10-07","Moscow","Russia",66.416667,94.25
"768","Physics","University of Illinois","2003","for pioneering contributions to the theory of superconductors and superfluids","2003-10-07","Urbana, IL","USA",39.828175,-98.5795
"773","Peace","","2003","for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children","2003-10-10","","","",""
"763","Literature","","2003","who in innumerable guises portrays the surprising involvement of the outsider","2003-10-02","","","",""
"771","Economic Sciences","New York University","2003","for methods of analyzing economic time series with time-varying volatility (ARCH)","2003-10-08","New York, NY","USA",39.828175,-98.5795
"772","Economic Sciences","University of California","2003","for methods of analyzing economic time series with common trends (cointegration)","2003-10-08","San Diego, CA","USA",39.828175,-98.5795
"769","Chemistry","Johns Hopkins University School of Medicine","2003","for the discovery of water channels","2003-10-08","Baltimore, MD","USA",39.828175,-98.5795
"770","Chemistry","Rockefeller University","2003","for structural and mechanistic studies of ion channels","2003-10-08","New York, NY","USA",39.828175,-98.5795
"750","Physiology or Medicine","The Molecular Sciences Institute","2002","for their discoveries concerning genetic regulation of organ development and programmed cell death'","2002-10-07","Berkeley, CA","USA",39.828175,-98.5795
"751","Physiology or Medicine","Massachusetts Institute of Technology (MIT)","2002","for their discoveries concerning genetic regulation of organ development and programmed cell death'","2002-10-07","Cambridge, MA","USA",39.828175,-98.5795
"752","Physiology or Medicine","The Wellcome Trust Sanger Institute","2002","for their discoveries concerning genetic regulation of organ development and programmed cell death'","2002-10-07","Cambridge","United Kingdom",54.6,-2.0
"753","Physics","University of Pennsylvania","2002","for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos","2002-10-08","Philadelphia, PA","USA",39.828175,-98.5795
"754","Physics","University of Tokyo","2002","for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos","2002-10-08","Tokyo","Japan",35.0,136.0
"755","Physics","Associated Universities Inc.","2002","for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources","2002-10-08","Washington, D.C.","USA",39.828175,-98.5795
"762","Peace","","2002","for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development","2002-10-11","","","",""
"761","Literature","","2002","for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history","2002-10-10","","","",""
"759","Economic Sciences","Princeton University","2002","for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty","2002-10-09","Princeton, NJ","USA",39.828175,-98.5795
"760","Economic Sciences","George Mason University","2002","for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms","2002-10-09","Fairfax, VA","USA",39.828175,-98.5795
"756","Chemistry","Virginia Commonwealth University","2002","for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules","2002-10-09","Richmond, VA","USA",39.828175,-98.5795
"757","Chemistry","Shimadzu Corp.","2002","for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules","2002-10-09","Kyoto","Japan",35.0,136.0
"758","Chemistry","Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology)","2002","for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution","2002-10-09","Zurich","Switzerland",46.798562,8.231973
"735","Physiology or Medicine","Fred Hutchinson Cancer Research Center","2001","for their discoveries of key regulators of the cell cycle","2001-10-08","Seattle, WA","USA",39.828175,-98.5795
"736","Physiology or Medicine","Imperial Cancer Research Fund","2001","for their discoveries of key regulators of the cell cycle","2001-10-08","London","United Kingdom",54.6,-2.0
"737","Physiology or Medicine","Imperial Cancer Research Fund","2001","for their discoveries of key regulators of the cell cycle","2001-10-08","London","United Kingdom",54.6,-2.0
"738","Physics","University of Colorado, JILA","2001","for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates","2001-10-09","Boulder, CO","USA",39.828175,-98.5795
"739","Physics","Massachusetts Institute of Technology (MIT)","2001","for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates","2001-10-09","Cambridge, MA","USA",39.828175,-98.5795
"740","Physics","University of Colorado, JILA","2001","for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates","2001-10-09","Boulder, CO","USA",39.828175,-98.5795
"748","Peace","","2001","for their work for a better organized and more peaceful world","2001-10-12","","","",""
"749","Peace","","2001","for their work for a better organized and more peaceful world","2001-10-12","","","",""
"747","Literature","","2001","for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories","2001-10-11","","","",""
"744","Economic Sciences","University of California","2001","for their analyses of markets with asymmetric information","2001-10-10","Berkeley, CA","USA",39.828175,-98.5795
"745","Economic Sciences","Stanford University","2001","for their analyses of markets with asymmetric information","2001-10-10","Stanford, CA","USA",39.828175,-98.5795
"746","Economic Sciences","Columbia University","2001","for their analyses of markets with asymmetric information","2001-10-10","New York, NY","USA",39.828175,-98.5795
"741","Chemistry","","2001","for their work on chirally catalysed hydrogenation reactions","2001-10-10","","","",""
"742","Chemistry","Nagoya University","2001","for their work on chirally catalysed hydrogenation reactions","2001-10-10","Nagoya","Japan",35.0,136.0
"743","Chemistry","The Scripps Research Institute","2001","for his work on chirally catalysed oxidation reactions","2001-10-10","La Jolla, CA","USA",39.828175,-98.5795
"743","Chemistry","The Scripps Research Institute","2001","for his work on chirally catalysed oxidation reactions","2001-10-10","La Jolla, CA","USA",39.828175,-98.5795
"722","Physiology or Medicine","Göteborg University","2000","for their discoveries concerning signal transduction in the nervous system","2000-10-09","Gothenburg","Sweden",61.0,15.0
"723","Physiology or Medicine","Rockefeller University","2000","for their discoveries concerning signal transduction in the nervous system","2000-10-09","New York, NY","USA",39.828175,-98.5795
"724","Physiology or Medicine","Columbia University","2000","for their discoveries concerning signal transduction in the nervous system","2000-10-09","New York, NY","USA",39.828175,-98.5795
"726","Physics","A.F. Ioffe Physico-Technical Institute","2000","for developing semiconductor heterostructures used in high-speed- and opto-electronics","2000-10-10","St. Petersburg","Russia",66.416667,94.25
"727","Physics","University of California","2000","for developing semiconductor heterostructures used in high-speed- and opto-electronics","2000-10-10","Santa Barbara, CA","USA",39.828175,-98.5795
"728","Physics","Texas Instruments","2000","for his part in the invention of the integrated circuit","2000-10-10","Dallas, TX","USA",39.828175,-98.5795
"725","Peace","","2000","for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular","2000-10-13","","","",""
"734","Literature","","2000","for an œuvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama","2000-10-12","","","",""
"732","Economic Sciences","University of Chicago","2000","for his development of theory and methods for analyzing selective samples","2000-10-11","Chicago, IL","USA",39.828175,-98.5795
"733","Economic Sciences","University of California","2000","for his development of theory and methods for analyzing discrete choice","2000-10-11","Berkeley, CA","USA",39.828175,-98.5795
"729","Chemistry","University of California","2000","for the discovery and development of conductive polymers","2000-10-10","Santa Barbara, CA","USA",39.828175,-98.5795
"730","Chemistry","University of Pennsylvania","2000","for the discovery and development of conductive polymers","2000-10-10","Philadelphia, PA","USA",39.828175,-98.5795
"731","Chemistry","University of Tsukuba","2000","for the discovery and development of conductive polymers","2000-10-10","Tsukuba","Japan",35.0,136.0
"461","Physiology or Medicine","Rockefeller University","1999","for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell","1999-10-11","New York, NY","USA",39.828175,-98.5795
"158","Physics","Utrecht University","1999","for elucidating the quantum structure of electroweak interactions in physics","1999-10-12","Utrecht","the Netherlands",52.316667,5.55
"159","Physics","","1999","for elucidating the quantum structure of electroweak interactions in physics","1999-10-12","","","",""
"568","Peace","","1999","in recognition of the organisation's pioneering humanitarian work on several continents","1999-10-15","","","",""
"676","Literature","","1999","whose frolicsome black fables portray the forgotten face of history","1999-09-30","","","",""
"720","Economic Sciences","Columbia University","1999","for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas","1999-10-13","New York, NY","USA",39.828175,-98.5795
"292","Chemistry","California Institute of Technology (Caltech)","1999","for his studies of the transition states of chemical reactions using femtosecond spectroscopy","1999-10-12","Pasadena, CA","USA",39.828175,-98.5795
"458","Physiology or Medicine","SUNY Health Science Center","1998","for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system","1998-10-12","Brooklyn, NY","USA",39.828175,-98.5795
"459","Physiology or Medicine","University of California School of Medicine","1998","for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system","1998-10-12","Los Angeles, CA","USA",39.828175,-98.5795
"460","Physiology or Medicine","University of Texas Medical School at Houston","1998","for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system","1998-10-12","Houston, TX","USA",39.828175,-98.5795
"155","Physics","Stanford University","1998","for their discovery of a new form of quantum fluid with fractionally charged excitations","1998-10-13","Stanford, CA","USA",39.828175,-98.5795
"156","Physics","Columbia University","1998","for their discovery of a new form of quantum fluid with fractionally charged excitations","1998-10-13","New York, NY","USA",39.828175,-98.5795
"157","Physics","Princeton University","1998","for their discovery of a new form of quantum fluid with fractionally charged excitations","1998-10-13","Princeton, NJ","USA",39.828175,-98.5795
"566","Peace","","1998","for their efforts to find a peaceful solution to the conflict in Northern Ireland","1998-10-16","","","",""
"567","Peace","","1998","for their efforts to find a peaceful solution to the conflict in Northern Ireland","1998-10-16","","","",""
"675","Literature","","1998","who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality","1998-10-08","","","",""
"719","Economic Sciences","Trinity College","1998","for his contributions to welfare economics","1998-10-14","Cambridge","United Kingdom",54.6,-2.0
"290","Chemistry","University of California","1998","for his development of the density-functional theory","1998-10-13","Santa Barbara, CA","USA",39.828175,-98.5795
"291","Chemistry","Northwestern University","1998","for his development of computational methods in quantum chemistry","1998-10-13","Evanston, IL","USA",39.828175,-98.5795
"457","Physiology or Medicine","University of California School of Medicine","1997","for his discovery of Prions - a new biological principle of infection","1997-10-06","San Francisco, CA","USA",39.828175,-98.5795
"152","Physics","Stanford University","1997","for development of methods to cool and trap atoms with laser light","1997-10-15","Stanford, CA","USA",39.828175,-98.5795
"153","Physics","Collège de France","1997","for development of methods to cool and trap atoms with laser light","1997-10-15","Paris","France",47.0,2.0
"154","Physics","National Institute of Standards and Technology","1997","for development of methods to cool and trap atoms with laser light","1997-10-15","Gaithersburg, MD","USA",39.828175,-98.5795
"564","Peace","","1997","for their work for the banning and clearing of anti-personnel mines","1997-10-10","","","",""
"565","Peace","","1997","for their work for the banning and clearing of anti-personnel mines","1997-10-10","","","",""
"674","Literature","","1997","who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden","1997-10-09","","","",""
"717","Economic Sciences","Harvard University","1997","for a new method to determine the value of derivatives","1997-10-14","Cambridge, MA","USA",39.828175,-98.5795
"718","Economic Sciences","Long Term Capital Management","1997","for a new method to determine the value of derivatives","1997-10-14","Greenwich, CT","USA",39.828175,-98.5795
"287","Chemistry","University of California","1997","for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)","1997-10-15","Los Angeles, CA","USA",39.828175,-98.5795
"288","Chemistry","MRC Laboratory of Molecular Biology","1997","for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)","1997-10-15","Cambridge","United Kingdom",54.6,-2.0
"289","Chemistry","Aarhus University","1997","for the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase","1997-10-15","Aarhus","Denmark",56.0,10.0
"455","Physiology or Medicine","St. Jude Children's Research Hospital","1996","for their discoveries concerning the specificity of the cell mediated immune defence","1996-10-07","Memphis, TN","USA",39.828175,-98.5795
"456","Physiology or Medicine","University of Zurich, Institute of Experimental Immunology","1996","for their discoveries concerning the specificity of the cell mediated immune defence","1996-10-07","Zurich","Switzerland",46.798562,8.231973
"149","Physics","Cornell University","1996","for their discovery of superfluidity in helium-3","1996-10-09","Ithaca, NY","USA",39.828175,-98.5795
"150","Physics","Stanford University","1996","for their discovery of superfluidity in helium-3","1996-10-09","Stanford, CA","USA",39.828175,-98.5795
"151","Physics","Cornell University","1996","for their discovery of superfluidity in helium-3","1996-10-09","Ithaca, NY","USA",39.828175,-98.5795
"562","Peace","","1996","for their work towards a just and peaceful solution to the conflict in East Timor","1996-10-11","","","",""
"563","Peace","","1996","for their work towards a just and peaceful solution to the conflict in East Timor","1996-10-11","","","",""
"673","Literature","","1996","for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality","1996-10-03","","","",""
"715","Economic Sciences","University of Cambridge","1996","for their fundamental contributions to the economic theory of incentives under asymmetric information","1996-10-08","Cambridge","United Kingdom",54.6,-2.0
"716","Economic Sciences","Columbia University","1996","for their fundamental contributions to the economic theory of incentives under asymmetric information","1996-10-08","New York, NY","USA",39.828175,-98.5795
"284","Chemistry","Rice University","1996","for their discovery of fullerenes","1996-10-09","Houston, TX","USA",39.828175,-98.5795
"285","Chemistry","University of Sussex","1996","for their discovery of fullerenes","1996-10-09","Brighton","United Kingdom",54.6,-2.0
"286","Chemistry","Rice University","1996","for their discovery of fullerenes","1996-10-09","Houston, TX","USA",39.828175,-98.5795
"452","Physiology or Medicine","California Institute of Technology (Caltech)","1995","for their discoveries concerning the genetic control of early embryonic development","1995-10-09","Pasadena, CA","USA",39.828175,-98.5795
"453","Physiology or Medicine","Max-Planck-Institut für Entwicklungsbiologie","1995","for their discoveries concerning the genetic control of early embryonic development","1995-10-09","Tübingen","Germany",51.0,10.0
"454","Physiology or Medicine","Princeton University","1995","for their discoveries concerning the genetic control of early embryonic development","1995-10-09","Princeton, NJ","USA",39.828175,-98.5795
"147","Physics","Stanford University","1995","for the discovery of the tau lepton","1995-10-11","Stanford, CA","USA",39.828175,-98.5795
"148","Physics","University of California","1995","for the detection of the neutrino","1995-10-11","Irvine, CA","USA",39.828175,-98.5795
"560","Peace","","1995","for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms","1995-10-13","","","",""
"561","Peace","","1995","for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms","1995-10-13","","","",""
"672","Literature","","1995","for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past","1995-10-05","","","",""
"714","Economic Sciences","University of Chicago","1995","for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy","1995-10-10","Chicago, IL","USA",39.828175,-98.5795
"281","Chemistry","Max-Planck-Institut für Chemie","1995","for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone","1995-10-11","Mainz","Germany",51.0,10.0
"282","Chemistry","Massachusetts Institute of Technology (MIT)","1995","for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone","1995-10-11","Cambridge, MA","USA",39.828175,-98.5795
"283","Chemistry","University of California","1995","for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone","1995-10-11","Irvine, CA","USA",39.828175,-98.5795
"450","Physiology or Medicine","University of Texas Southwestern Medical Center at Dallas","1994","for their discovery of G-proteins and the role of these proteins in signal transduction in cells","1994-10-10","Dallas, TX","USA",39.828175,-98.5795
"451","Physiology or Medicine","National Institute of Environmental Health Sciences","1994","for their discovery of G-proteins and the role of these proteins in signal transduction in cells","1994-10-10","Research Triangle Park, NC","USA",39.828175,-98.5795
"145","Physics","McMaster University","1994","for the development of neutron spectroscopy","1994-10-12","Hamilton, Ontario","Canada",60.0,-110.0
"146","Physics","Massachusetts Institute of Technology (MIT)","1994","for the development of the neutron diffraction technique","1994-10-12","Cambridge, MA","USA",39.828175,-98.5795
"557","Peace","","1994","for their efforts to create peace in the Middle East","1994-10-14","","","",""
"558","Peace","","1994","for their efforts to create peace in the Middle East","1994-10-14","","","",""
"559","Peace","","1994","for their efforts to create peace in the Middle East","1994-10-14","","","",""
"671","Literature","","1994","who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today","1994-10-13","","","",""
"711","Economic Sciences","University of California","1994","for their pioneering analysis of equilibria in the theory of non-cooperative games","1994-10-11","Berkeley, CA","USA",39.828175,-98.5795
"712","Economic Sciences","Princeton University","1994","for their pioneering analysis of equilibria in the theory of non-cooperative games","1994-10-11","Princeton, NJ","USA",39.828175,-98.5795
"713","Economic Sciences","Rheinische Friedrich-Wilhelms-Universität","1994","for their pioneering analysis of equilibria in the theory of non-cooperative games","1994-10-11","Bonn","Germany",51.0,10.0
"280","Chemistry","University of Southern California","1994","for his contribution to carbocation chemistry","1994-10-12","Los Angeles, CA","USA",39.828175,-98.5795
"448","Physiology or Medicine","New England Biolabs","1993","for their discoveries of split genes","1993-10-11","Beverly, MA","USA",39.828175,-98.5795
"449","Physiology or Medicine","Massachusetts Institute of Technology (MIT), Center for Cancer Research","1993","for their discoveries of split genes","1993-10-11","Cambridge, MA","USA",39.828175,-98.5795
"143","Physics","Princeton University","1993","for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation","1993-10-13","Princeton, NJ","USA",39.828175,-98.5795
"144","Physics","Princeton University","1993","for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation","1993-10-13","Princeton, NJ","USA",39.828175,-98.5795
"555","Peace","","1993","for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa","1993-10-15","","","",""
"556","Peace","","1993","for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa","1993-10-15","","","",""
"670","Literature","","1993","who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality","1993-10-07","","","",""
"709","Economic Sciences","University of Chicago","1993","for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change","1993-10-12","Chicago, IL","USA",39.828175,-98.5795
"710","Economic Sciences","Washington University","1993","for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change","1993-10-12","St. Louis, MO","USA",39.828175,-98.5795
"278","Chemistry","","1993","for his invention of the polymerase chain reaction (PCR) method","1993-10-13","","","",""
"279","Chemistry","University of British Columbia","1993","for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies","1993-10-13","Vancouver","Canada",60.0,-110.0
"446","Physiology or Medicine","University of Washington","1992","for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism","1992-10-12","Seattle, WA","USA",39.828175,-98.5795
"447","Physiology or Medicine","University of Washington","1992","for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism","1992-10-12","Seattle, WA","USA",39.828175,-98.5795
"142","Physics","École Supérieure de Physique et Chimie","1992","for his invention and development of particle detectors, in particular the multiwire proportional chamber","1992-10-14","Paris","France",47.0,2.0
"554","Peace","","1992","for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples","1992-10-16","","","",""
"669","Literature","","1992","for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment","1992-10-08","","","",""
"708","Economic Sciences","University of Chicago","1992","for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour","1992-10-13","Chicago, IL","USA",39.828175,-98.5795
"277","Chemistry","California Institute of Technology (Caltech)","1992","for his contributions to the theory of electron transfer reactions in chemical systems","1992-10-14","Pasadena, CA","USA",39.828175,-98.5795
"444","Physiology or Medicine","Max-Planck-Institut für Biophysikalische Chemie","1991","for their discoveries concerning the function of single ion channels in cells","1991-10-07","Göttingen","Germany",51.0,10.0
"445","Physiology or Medicine","Max-Planck-Institut für medizinische Forschung","1991","for their discoveries concerning the function of single ion channels in cells","1991-10-07","Heidelberg","Germany",51.0,10.0
"141","Physics","Collège de France","1991","for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers","1991-10-16","Paris","France",47.0,2.0
"553","Peace","","1991","for her non-violent struggle for democracy and human rights","1991-10-14","","","",""
"668","Literature","","1991","who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity","1991-10-03","","","",""
"707","Economic Sciences","University of Chicago","1991","for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy","1991-10-15","Chicago, IL","USA",39.828175,-98.5795
"276","Chemistry","Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology)","1991","for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy","1991-10-16","Zurich","Switzerland",46.798562,8.231973
"442","Physiology or Medicine","Brigham and Women's Hospital","1990","for their discoveries concerning organ and cell transplantation in the treatment of human disease","1990-10-08","Boston, MA","USA",39.828175,-98.5795
"443","Physiology or Medicine","Fred Hutchinson Cancer Research Center","1990","for their discoveries concerning organ and cell transplantation in the treatment of human disease","1990-10-08","Seattle, WA","USA",39.828175,-98.5795
"138","Physics","Massachusetts Institute of Technology (MIT)","1990","for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics","1990-10-17","Cambridge, MA","USA",39.828175,-98.5795
"139","Physics","Massachusetts Institute of Technology (MIT)","1990","for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics","1990-10-17","Cambridge, MA","USA",39.828175,-98.5795
"140","Physics","Stanford University","1990","for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics","1990-10-17","Stanford, CA","USA",39.828175,-98.5795
"552","Peace","","1990","for the leading role he played in the radical changes in East-West relations","1990-10-15","","","",""
"667","Literature","","1990","for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity","1990-10-11","","","",""
"704","Economic Sciences","City University of New York","1990","for their pioneering work in the theory of financial economics","1990-10-16","New York, NY","USA",39.828175,-98.5795
"705","Economic Sciences","University of Chicago","1990","for their pioneering work in the theory of financial economics","1990-10-16","Chicago, IL","USA",39.828175,-98.5795
"706","Economic Sciences","Stanford University","1990","for their pioneering work in the theory of financial economics","1990-10-16","Stanford, CA","USA",39.828175,-98.5795
"275","Chemistry","Harvard University","1990","for his development of the theory and methodology of organic synthesis","1990-10-17","Cambridge, MA","USA",39.828175,-98.5795
"440","Physiology or Medicine","University of California School of Medicine","1989","for their discovery of the cellular origin of retroviral oncogenes","1989-10-09","San Francisco, CA","USA",39.828175,-98.5795
"441","Physiology or Medicine","University of California School of Medicine","1989","for their discovery of the cellular origin of retroviral oncogenes","1989-10-09","San Francisco, CA","USA",39.828175,-98.5795
"135","Physics","Harvard University","1989","for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks","1989-10-12","Cambridge, MA","USA",39.828175,-98.5795
"136","Physics","University of Washington","1989","for the development of the ion trap technique","1989-10-12","Seattle, WA","USA",39.828175,-98.5795
"137","Physics","University of Bonn","1989","for the development of the ion trap technique","1989-10-12","Bonn","Germany",51.0,10.0
"551","Peace","","1989","for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people","1989-10-05","","","",""
"666","Literature","","1989","for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability","1989-10-09","","","",""
"703","Economic Sciences","University of Oslo","1989","for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures","1989-10-11","Oslo","Norway",65.0,11.0
"273","Chemistry","Yale University","1989","for their discovery of catalytic properties of RNA","1989-10-12","New Haven, CT","USA",39.828175,-98.5795
"274","Chemistry","University of Colorado","1989","for their discovery of catalytic properties of RNA","1989-10-12","Boulder, CO","USA",39.828175,-98.5795
"437","Physiology or Medicine","London University, King's College Hospital Medical School","1988","for their discoveries of important principles for drug treatment","1988-10-17","London","United Kingdom",54.6,-2.0
"438","Physiology or Medicine","Wellcome Research Laboratories","1988","for their discoveries of important principles for drug treatment","1988-10-17","Research Triangle Park, NC","USA",39.828175,-98.5795
"439","Physiology or Medicine","Wellcome Research Laboratories","1988","for their discoveries of important principles for drug treatment","1988-10-17","Research Triangle Park, NC","USA",39.828175,-98.5795
"132","Physics","Fermi National Accelerator Laboratory","1988","for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino","1988-10-19","Batavia, IL","USA",39.828175,-98.5795
"133","Physics","Digital Pathways, Inc.","1988","for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino","1988-10-19","Mountain View, CA","USA",39.828175,-98.5795
"134","Physics","CERN","1988","for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino","1988-10-19","Geneva","Switzerland",46.798562,8.231973
"550","Peace","","1988","for preventing armed clashes and creating conditions for negotiations","1988-09-29","","","",""
"665","Literature","","1988","who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind","1988-10-13","","","",""
"702","Economic Sciences","École Nationale Supérieur des Mines de Paris","1988","for his pioneering contributions to the theory of markets and efficient utilization of resources","1988-10-18","Paris","France",47.0,2.0
"270","Chemistry","University of Texas Southwestern Medical Center at Dallas","1988","for the determination of the three-dimensional structure of a photosynthetic reaction centre","1988-10-19","Dallas, TX","USA",39.828175,-98.5795
"271","Chemistry","Max-Planck-Institut für Biochemie","1988","for the determination of the three-dimensional structure of a photosynthetic reaction centre","1988-10-19","Martinsried","Germany",51.0,10.0
"272","Chemistry","Max-Planck-Institut für Biophysik","1988","for the determination of the three-dimensional structure of a photosynthetic reaction centre","1988-10-19","Frankfurt-on-the-Main","Germany",51.0,10.0
"436","Physiology or Medicine","Massachusetts Institute of Technology (MIT)","1987","for his discovery of the genetic principle for generation of antibody diversity","1987-10-12","Cambridge, MA","USA",39.828175,-98.5795
"130","Physics","IBM Zurich Research Laboratory","1987","for their important break-through in the discovery of superconductivity in ceramic materials","1987-10-14","Rüschlikon","Switzerland",46.798562,8.231973
"131","Physics","IBM Zurich Research Laboratory","1987","for their important break-through in the discovery of superconductivity in ceramic materials","1987-10-14","Rüschlikon","Switzerland",46.798562,8.231973
"549","Peace","","1987","for his work for lasting peace in Central America","1987-10-13","","","",""
"664","Literature","","1987","for an all-embracing authorship, imbued with clarity of thought and poetic intensity","1987-10-22","","","",""
"701","Economic Sciences","Massachusetts Institute of Technology (MIT)","1987","for his contributions to the theory of economic growth","1987-10-21","Cambridge, MA","USA",39.828175,-98.5795
"267","Chemistry","University of California","1987","for their development and use of molecules with structure-specific interactions of high selectivity","1987-10-14","Los Angeles, CA","USA",39.828175,-98.5795
"268","Chemistry","Université Louis Pasteur","1987","for their development and use of molecules with structure-specific interactions of high selectivity","1987-10-14","Strasbourg","France",47.0,2.0
"269","Chemistry","Du Pont","1987","for their development and use of molecules with structure-specific interactions of high selectivity","1987-10-14","Wilmington, DE","USA",39.828175,-98.5795
"434","Physiology or Medicine","Vanderbilt University School of Medicine","1986","for their discoveries of growth factors","1986-10-13","Nashville, TN","USA",39.828175,-98.5795
"435","Physiology or Medicine","Institute of Cell Biology of the C.N.R.","1986","for their discoveries of growth factors","1986-10-13","Rome","Italy",42.5,12.5
"127","Physics","Fritz-Haber-Institut der Max-Planck-Gesellschaft","1986","for his fundamental work in electron optics, and for the design of the first electron microscope","1986-10-15","Berlin","Germany",51.0,10.0
"128","Physics","IBM Zurich Research Laboratory","1986","for their design of the scanning tunneling microscope","1986-10-15","Rüschlikon","Switzerland",46.798562,8.231973
"129","Physics","IBM Zurich Research Laboratory","1986","for their design of the scanning tunneling microscope","1986-10-15","Rüschlikon","Switzerland",46.798562,8.231973
"548","Peace","","1986","for being a messenger to mankind: his message is one of peace, atonement and dignity","1986-10-14","","","",""
